Index,Timestamp (s),Peak Frequency (Hz),Potential Event
1,0.0116,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
2,0.0232,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
3,0.0348,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
4,0.0464,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
5,0.0580,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
6,0.0697,0.00,FIREWORK/MORTAR (Sub-Bass Thump)
7,0.0813,3359.18,Ambient/Speech
8,0.0929,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
9,0.1045,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
10,0.1161,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
11,0.1277,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
12,0.1393,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
13,0.1509,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
14,0.1625,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
15,0.1741,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
16,0.1858,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
17,0.1974,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
18,0.2090,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
19,0.2206,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
20,0.2322,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
21,0.2438,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
22,0.2554,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
23,0.2670,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
24,0.2786,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
25,0.2902,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
26,0.3019,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
27,0.3135,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
28,0.3251,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
29,0.3367,301.46,LARGE EXPLOSION (Low Frequency)
30,0.3483,301.46,LARGE EXPLOSION (Low Frequency)
31,0.3599,301.46,LARGE EXPLOSION (Low Frequency)
32,0.3715,6589.16,SHARP CRACK/ASPIRATION (High Frequency)
33,0.3831,301.46,LARGE EXPLOSION (Low Frequency)
34,0.3947,301.46,LARGE EXPLOSION (Low Frequency)
35,0.4063,301.46,LARGE EXPLOSION (Low Frequency)
36,0.4180,301.46,LARGE EXPLOSION (Low Frequency)
37,0.4296,301.46,LARGE EXPLOSION (Low Frequency)
38,0.4412,301.46,LARGE EXPLOSION (Low Frequency)
39,0.4528,301.46,LARGE EXPLOSION (Low Frequency)
40,0.4644,301.46,LARGE EXPLOSION (Low Frequency)
41,0.4760,301.46,LARGE EXPLOSION (Low Frequency)
42,0.4876,301.46,LARGE EXPLOSION (Low Frequency)
43,0.4992,301.46,LARGE EXPLOSION (Low Frequency)
44,0.5108,301.46,LARGE EXPLOSION (Low Frequency)
45,0.5224,301.46,LARGE EXPLOSION (Low Frequency)
46,0.5341,215.33,LARGE EXPLOSION (Low Frequency)
47,0.5457,430.66,Ambient/Speech
48,0.5573,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
49,0.5689,301.46,LARGE EXPLOSION (Low Frequency)
50,0.5805,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
51,0.5921,430.66,Ambient/Speech
52,0.6037,172.27,LARGE EXPLOSION (Low Frequency)
53,0.6153,1248.93,GUNSHOT (9mm/Rifle Spectral Peak)
54,0.6269,1205.86,GUNSHOT (9mm/Rifle Spectral Peak)
55,0.6385,215.33,LARGE EXPLOSION (Low Frequency)
56,0.6502,215.33,LARGE EXPLOSION (Low Frequency)
57,0.6618,258.40,LARGE EXPLOSION (Low Frequency)
58,0.6734,258.40,LARGE EXPLOSION (Low Frequency)
59,0.6850,258.40,LARGE EXPLOSION (Low Frequency)
60,0.6966,258.40,LARGE EXPLOSION (Low Frequency)
61,0.7082,258.40,LARGE EXPLOSION (Low Frequency)
62,0.7198,258.40,LARGE EXPLOSION (Low Frequency)
63,0.7314,258.40,LARGE EXPLOSION (Low Frequency)
64,0.7430,258.40,LARGE EXPLOSION (Low Frequency)
65,0.7546,258.40,LARGE EXPLOSION (Low Frequency)
66,0.7663,387.60,LARGE EXPLOSION (Low Frequency)
67,0.7779,344.53,LARGE EXPLOSION (Low Frequency)
68,0.7895,344.53,LARGE EXPLOSION (Low Frequency)
69,0.8011,344.53,LARGE EXPLOSION (Low Frequency)
70,0.8127,344.53,LARGE EXPLOSION (Low Frequency)
71,0.8243,301.46,LARGE EXPLOSION (Low Frequency)
72,0.8359,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
73,0.8475,516.80,GUNSHOT (9mm/Rifle Spectral Peak)
74,0.8591,559.86,GUNSHOT (9mm/Rifle Spectral Peak)
75,0.8707,516.80,GUNSHOT (9mm/Rifle Spectral Peak)
76,0.8824,775.20,GUNSHOT (9mm/Rifle Spectral Peak)
77,0.8940,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
78,0.9056,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
79,0.9172,301.46,LARGE EXPLOSION (Low Frequency)
80,0.9288,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
81,0.9404,516.80,GUNSHOT (9mm/Rifle Spectral Peak)
82,0.9520,430.66,Ambient/Speech
83,0.9636,3229.98,Ambient/Speech
84,0.9752,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
85,0.9868,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
86,0.9985,215.33,LARGE EXPLOSION (Low Frequency)
87,1.0101,129.20,LARGE EXPLOSION (Low Frequency)
88,1.0217,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
89,1.0333,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
90,1.0449,86.13,FIREWORK/MORTAR (Sub-Bass Thump)
91,1.0565,215.33,LARGE EXPLOSION (Low Frequency)
92,1.0681,172.27,LARGE EXPLOSION (Low Frequency)
93,1.0797,129.20,LARGE EXPLOSION (Low Frequency)
94,1.0913,129.20,LARGE EXPLOSION (Low Frequency)
95,1.1029,258.40,LARGE EXPLOSION (Low Frequency)
96,1.1146,258.40,LARGE EXPLOSION (Low Frequency)
97,1.1262,258.40,LARGE EXPLOSION (Low Frequency)
98,1.1378,258.40,LARGE EXPLOSION (Low Frequency)
99,1.1494,129.20,LARGE EXPLOSION (Low Frequency)
100,1.1610,258.40,LARGE EXPLOSION (Low Frequency)
101,1.1726,258.40,LARGE EXPLOSION (Low Frequency)
102,1.1842,215.33,LARGE EXPLOSION (Low Frequency)
103,1.1958,258.40,LARGE EXPLOSION (Low Frequency)
104,1.2074,258.40,LARGE EXPLOSION (Low Frequency)
105,1.2190,344.53,LARGE EXPLOSION (Low Frequency)
106,1.2307,258.40,LARGE EXPLOSION (Low Frequency)
107,1.2423,258.40,LARGE EXPLOSION (Low Frequency)
108,1.2539,301.46,LARGE EXPLOSION (Low Frequency)
109,1.2655,172.27,LARGE EXPLOSION (Low Frequency)
110,1.2771,172.27,LARGE EXPLOSION (Low Frequency)
111,1.2887,301.46,LARGE EXPLOSION (Low Frequency)
112,1.3003,602.93,GUNSHOT (9mm/Rifle Spectral Peak)
113,1.3119,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
114,1.3235,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
115,1.3351,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
116,1.3468,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
117,1.3584,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
118,1.3700,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
119,1.3816,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
120,1.3932,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
121,1.4048,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
122,1.4164,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
123,1.4280,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
124,1.4396,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
125,1.4512,602.93,GUNSHOT (9mm/Rifle Spectral Peak)
126,1.4629,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
127,1.4745,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
128,1.4861,258.40,LARGE EXPLOSION (Low Frequency)
129,1.4977,516.80,GUNSHOT (9mm/Rifle Spectral Peak)
130,1.5093,129.20,LARGE EXPLOSION (Low Frequency)
131,1.5209,258.40,LARGE EXPLOSION (Low Frequency)
132,1.5325,172.27,LARGE EXPLOSION (Low Frequency)
133,1.5441,215.33,LARGE EXPLOSION (Low Frequency)
134,1.5557,215.33,LARGE EXPLOSION (Low Frequency)
135,1.5673,344.53,LARGE EXPLOSION (Low Frequency)
136,1.5790,1162.79,GUNSHOT (9mm/Rifle Spectral Peak)
137,1.5906,215.33,LARGE EXPLOSION (Low Frequency)
138,1.6022,1205.86,GUNSHOT (9mm/Rifle Spectral Peak)
139,1.6138,1205.86,GUNSHOT (9mm/Rifle Spectral Peak)
140,1.6254,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
141,1.6370,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
142,1.6486,1507.32,Ambient/Speech
143,1.6602,1507.32,Ambient/Speech
144,1.6718,1205.86,GUNSHOT (9mm/Rifle Spectral Peak)
145,1.6834,1162.79,GUNSHOT (9mm/Rifle Spectral Peak)
146,1.6951,1507.32,Ambient/Speech
147,1.7067,129.20,LARGE EXPLOSION (Low Frequency)
148,1.7183,129.20,LARGE EXPLOSION (Low Frequency)
149,1.7299,1464.26,GUNSHOT (9mm/Rifle Spectral Peak)
150,1.7415,129.20,LARGE EXPLOSION (Low Frequency)
151,1.7531,129.20,LARGE EXPLOSION (Low Frequency)
152,1.7647,129.20,LARGE EXPLOSION (Low Frequency)
153,1.7763,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
154,1.7879,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
155,1.7995,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
156,1.8112,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
157,1.8228,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
158,1.8344,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
159,1.8460,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
160,1.8576,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
161,1.8692,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
162,1.8808,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
163,1.8924,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
164,1.9040,732.13,GUNSHOT (9mm/Rifle Spectral Peak)
165,1.9156,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
166,1.9273,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
167,1.9389,689.06,GUNSHOT (9mm/Rifle Spectral Peak)
168,1.9505,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
169,1.9621,646.00,GUNSHOT (9mm/Rifle Spectral Peak)
170,1.9737,602.93,GUNSHOT (9mm/Rifle Spectral Peak)
171,1.9853,559.86,GUNSHOT (9mm/Rifle Spectral Peak)
